Enzyme	Substrate (uM)	Time (s)	Absorbance
enz1	50	34	0.009014757519
enz1	50	36	0.007110539364
enz1	50	38	0.08624482373
enz1	50	40	0.113405297
enz1	50	42	-0.006535103421
enz1	50	44	-0.001686127288
enz1	50	46	0.1499289436
enz1	50	48	0.06558912833
enz1	50	50	0.1036464717
enz1	50	52	0.05332676173
enz1	50	54	0.1270465962
enz1	50	56	0.02146001786
enz1	50	58	0.04873077702
enz1	50	60	0.03755208411
enz1	50	62	0.01249713806
enz1	50	64	0.0277126942
enz1	50	66	0.1140567644
enz1	50	68	0.04435896099
enz1	50	70	0.08286844671
enz1	50	72	0.1740248095
enz1	50	74	0.01689968265
enz1	50	76	0.1038842655
enz1	50	78	0.08992804265
enz1	50	80	0.04869119268
enz1	50	82	0.07905837371
enz1	50	84	0.01239861857
enz1	50	86	0.1059804586
enz1	50	88	0.08971680638
enz1	50	90	0.0619977161
enz1	50	92	0.08582585058
enz1	50	94	0.08887963748
enz1	50	96	0.2008131274
enz1	50	98	0.1252271498
enz1	50	100	0.1238651038
enz1	50	102	0.05034540402
enz1	50	104	0.2175551357
enz1	50	106	0.097106142
enz1	50	108	0.1977062824
enz1	50	110	0.1686616032
enz1	50	112	0.1489401035
enz1	50	114	0.1010666836
enz1	50	116	0.1560224485
enz1	50	118	0.1268309275
enz1	50	120	0.1594443499
enz1	50	122	0.1671733929
enz1	50	124	0.1434995564
enz1	50	126	0.2148394549
enz1	50	128	0.1278331885
enz1	50	130	0.1561307382
enz1	50	132	0.1935550766
enz1	50	134	0.2278092922
enz1	50	136	0.1904839483
enz1	50	138	0.2628606262
enz1	50	140	0.04305627984
enz1	50	142	0.2543902161
enz1	50	144	0.249713618
enz1	50	146	0.2587658856
enz1	50	148	0.1947605904
enz1	50	150	0.205386922
enz1	50	152	0.2003316428
enz1	50	154	0.2133713733
enz1	50	156	0.163367965
enz1	50	158	0.2236109607
enz1	50	160	0.1485529942
enz1	50	162	0.2638372089
enz1	50	164	0.180650739
enz1	50	166	0.2014456113
enz1	50	168	0.2213645534
enz1	50	170	0.1716306274
enz1	50	172	0.3056193863
enz1	50	174	0.2397995889
enz1	50	176	0.2073484257
enz1	50	178	0.2265890965
enz1	50	180	0.2618750021
enz1	50	182	0.2287999309
enz1	50	184	0.2293533289
enz1	50	186	0.349517007
enz1	50	188	0.2832985248
enz1	50	190	0.2125912483
enz1	50	192	0.2417983339
enz1	50	194	0.2899437499
enz1	50	196	0.2267398249
enz1	50	198	0.3265587799
enz1	50	200	0.2534286557
enz1	75	0	-0.02617359658
enz1	75	2	-0.005681806567
enz1	75	4	-0.04690809558
enz1	75	6	0.06218113509
enz1	75	8	-0.01691734452
enz1	75	10	-0.03771874464
enz1	75	12	0.07685974486
enz1	75	14	-0.0109043111
enz1	75	16	0.01059784094
enz1	75	18	0.02067743578
enz1	75	20	0.05949889694
enz1	75	22	0.02685144658
enz1	75	24	-0.08062410237
enz1	75	26	0.1205293166
enz1	75	28	0.1428959653
enz1	75	30	0.1260468895
enz1	75	32	0.0732399758
enz1	75	34	0.06572771537
enz1	75	36	-0.001194356342
enz1	75	38	-0.01366845204
enz1	75	40	0.009253243003
enz1	75	42	0.1857147523
enz1	75	44	0.01713301436
enz1	75	46	0.07534943581
enz1	75	48	0.08169103706
enz1	75	50	0.008320717139
enz1	75	52	0.005433576074
enz1	75	54	0.1347865293
enz1	75	56	-0.009745272228
enz1	75	58	0.1116807101
enz1	75	60	0.02994745159
enz1	75	62	0.06849365627
enz1	75	64	0.1061016259
enz1	75	66	0.1314043334
enz1	75	68	0.09570326494
enz1	75	70	0.07638773664
enz1	75	72	0.1469580451
enz1	75	74	0.1492614334
enz1	75	76	0.04262240667
enz1	75	78	0.1799950952
enz1	75	80	0.1649312937
enz1	75	82	0.1636036338
enz1	75	84	0.07156339048
enz1	75	86	0.04449474198
enz1	75	88	0.1285667628
enz1	75	90	0.130472353
enz1	75	92	0.1264422489
enz1	75	94	0.07473422387
enz1	75	96	0.1451295198
enz1	75	98	0.2241590649
enz1	75	100	0.1231261434
enz1	75	102	0.114551139
enz1	75	104	0.2442375468
enz1	75	106	0.1845178746
enz1	75	108	0.2513316221
enz1	75	110	0.1857403778
enz1	75	112	0.1477637954
enz1	75	114	0.09667663808
enz1	75	116	0.1598865317
enz1	75	118	0.2241964273
enz1	75	120	0.2215820324
enz1	75	122	0.158346459
enz1	75	124	0.1146755151
enz1	75	126	0.1978534831
enz1	75	128	0.1236699887
enz1	75	130	0.1404429317
enz1	75	132	0.1963202695
enz1	75	134	0.2423928547
enz1	75	136	0.2264168444
enz1	75	138	0.1883942046
enz1	75	140	0.273959553
enz1	75	142	0.2115769153
enz1	75	144	0.1393987664
enz1	75	146	0.2179314113
enz1	75	148	0.1780709796
enz1	75	150	0.2697680638
enz1	75	152	0.291543897
enz1	75	154	0.1773873095
enz1	75	156	0.2352712911
enz1	75	158	0.2132743127
enz1	75	160	0.1745615055
enz1	75	162	0.2521372164
enz1	75	164	0.2352408387
enz1	75	166	0.1518536282
enz1	75	168	0.3223035983
enz1	75	170	0.2983971995
enz1	75	172	0.2174175783
enz1	75	174	0.2079040563
enz1	75	176	0.2646401427
enz1	75	178	0.2515095838
enz1	75	180	0.2962750353
enz1	75	182	0.2047614259
enz1	75	184	0.3234887129
enz1	75	186	0.2811986342
enz1	75	188	0.3893699188
enz1	75	190	0.2238519629
enz1	75	192	0.3275741225
enz1	75	194	0.2157981748
enz1	75	196	0.2966483433
enz1	75	198	0.2960105523
enz1	75	200	0.2259016904
enz1	100	0	-0.008818661469
enz1	100	2	0.03233711214
enz1	100	4	0.03548286723
enz1	100	6	-0.04377035998
enz1	100	8	-0.09184510925
enz1	100	10	0.028837642
enz1	100	12	0.01820608046
enz1	100	14	-0.08350598444
enz1	100	16	-0.006256495434
enz1	100	18	-0.01154718943
enz1	100	20	0.1375049818
enz1	100	22	0.02899152273
enz1	100	24	0.1028753953
enz1	100	26	-0.007225486094
enz1	100	28	0.05474344401
enz1	100	30	0.03420334705
enz1	100	32	-0.03483063258
enz1	100	34	0.002659052211
enz1	100	36	-0.08069721143
enz1	100	38	0.1775199138
enz1	100	40	0.1209364636
enz1	100	42	-0.01584194919
enz1	100	44	0.1992031793
enz1	100	46	0.03767618393
enz1	100	48	0.008989101597
enz1	100	50	-0.008124167343
enz1	100	52	0.03757176694
enz1	100	54	0.1139710811
enz1	100	56	0.171683104
enz1	100	58	0.1402081239
enz1	100	60	0.01328470666
enz1	100	62	0.1263087979
enz1	100	64	0.1113762209
enz1	100	66	0.1962253026
enz1	100	68	0.08668338993
enz1	100	70	0.08617755688
enz1	100	72	0.09887472246
enz1	100	74	0.1420527646
enz1	100	76	0.03467165021
enz1	100	78	0.1279939679
enz1	100	80	0.1882142222
enz1	100	82	0.05147075934
enz1	100	84	0.2155574797
enz1	100	86	0.1142186158
enz1	100	88	0.1178559234
enz1	100	90	0.1345505213
enz1	100	92	0.2071158776
enz1	100	94	0.2060350209
enz1	100	96	0.002280979292
enz1	100	98	0.2014487217
enz1	100	100	0.1709208974
enz1	100	102	0.2134556786
enz1	100	104	0.1345509057
enz1	100	106	0.08971866237
enz1	100	108	0.1183855294
enz1	100	110	0.1162171672
enz1	100	112	0.1426511102
enz1	100	114	0.1662955394
enz1	100	116	0.169318491
enz1	100	118	0.2099720828
enz1	100	120	0.1681011525
enz1	100	122	0.2818356686
enz1	100	124	0.2098540979
enz1	100	126	0.195339029
enz1	100	128	0.03554567469
enz1	100	130	0.2214187851
enz1	100	132	0.2307220945
enz1	100	134	0.2200738944
enz1	100	136	0.1712630076
enz1	100	138	0.2154037624
enz1	100	140	0.2944503969
enz1	100	142	0.2788320271
enz1	100	144	0.2274955661
enz1	100	146	0.21840682
enz1	100	148	0.3405114817
enz1	100	150	0.2163671036
enz1	100	152	0.2474715076
enz1	100	154	0.26562594
enz1	100	156	0.1971867584
enz1	100	158	0.2116393473
enz1	100	160	0.24771835
enz1	100	162	0.2864893043
enz1	100	164	0.2071494278
enz1	100	166	0.2770371945
enz1	100	168	0.3163993392
enz1	100	170	0.3014839414
enz1	100	172	0.205528575
enz1	100	174	0.2640568692
enz1	100	176	0.2534823208
enz1	100	178	0.1947659425
enz1	100	180	0.2178484289
enz1	100	182	0.2991096006
enz1	100	184	0.3007622004
enz1	100	186	0.2713801773
enz1	100	188	0.225026863
enz1	100	190	0.2716146174
enz1	100	192	0.3361842476
enz1	100	194	0.3214180448
enz1	100	196	0.3641749759
enz1	100	198	0.2832196764
enz1	100	200	0.2941404966
enz1	150	0	-0.02904552971
enz1	150	2	0.01163524778
enz1	150	4	0.03943382481
enz1	150	6	-0.002348537374
enz1	150	8	0.07183650714
enz1	150	10	-0.0644125846
enz1	150	12	-0.04159364325
enz1	150	14	0.09873176288
enz1	150	16	0.0365997008
enz1	150	18	-0.009039384204
enz1	150	20	0.05243648045
enz1	150	22	0.05091931425
enz1	150	24	-0.02439871754
enz1	150	26	0.0008329223059
enz1	150	28	0.0422816453
enz1	150	30	0.1064325605
enz1	150	32	0.1726390484
enz1	150	34	0.1003600175
enz1	150	36	0.1478707335
enz1	150	38	0.129849157
enz1	150	40	-0.009932147448
enz1	150	42	-0.004736945841
enz1	150	44	0.0331168813
enz1	150	46	0.06010370597
enz1	150	48	0.07965104883
enz1	150	50	-0.01597714281
enz1	150	52	0.03792871898
enz1	150	54	0.02659052357
enz1	150	56	0.1090902073
enz1	150	58	0.1008941159
enz1	150	60	0.09190858002
enz1	150	62	0.1324527538
enz1	150	64	0.1451725529
enz1	150	66	0.0574776541
enz1	150	68	0.1234381727
enz1	150	70	0.1237267677
enz1	150	72	0.1194500247
enz1	150	74	0.1390011267
enz1	150	76	0.142558679
enz1	150	78	0.1755640378
enz1	150	80	0.2183751155
enz1	150	82	0.1223753457
enz1	150	84	0.1000445154
enz1	150	86	0.1591072474
enz1	150	88	0.06308739019
enz1	150	90	0.08400521611
enz1	150	92	0.115613668
enz1	150	94	0.2044089517
enz1	150	96	0.1476529353
enz1	150	98	0.1674930406
enz1	150	100	0.1622597258
enz1	150	102	0.2289841993
enz1	150	104	0.1637518879
enz1	150	106	0.1758476462
enz1	150	108	0.1629408644
enz1	150	110	0.1613444359
enz1	150	112	0.1555286712
enz1	150	114	0.126445108
enz1	150	116	0.2076273583
enz1	150	118	0.1405747866
enz1	150	120	0.1585735556
enz1	150	122	0.1688611711
enz1	150	124	0.167234933
enz1	150	126	0.2903244637
enz1	150	128	0.0445399739
enz1	150	130	0.1683672766
enz1	150	132	0.1467255531
enz1	150	134	0.2499256636
enz1	150	136	0.2085755719
enz1	150	138	0.2641172701
enz1	150	140	0.2637150676
enz1	150	142	0.257852185
enz1	150	144	0.2053519968
enz1	150	146	0.162629468
enz1	150	148	0.179716039
enz1	150	150	0.2304189546
enz1	150	152	0.1924076946
enz1	150	154	0.2517514764
enz1	150	156	0.2473888039
enz1	150	158	0.2362748728
enz1	150	160	0.3274306734
enz1	150	162	0.2065305251
enz1	150	164	0.2922668249
enz1	150	166	0.2837500731
enz1	150	168	0.1812290155
enz1	150	170	0.1796167135
enz1	150	172	0.2029359517
enz1	150	174	0.2779699602
enz1	150	176	0.1702913746
enz1	150	178	0.2337739695
enz1	150	180	0.2341082965
enz1	150	182	0.2551701017
enz1	150	184	0.3104571454
enz1	150	186	0.3758810341
enz1	150	188	0.2481080261
enz1	150	190	0.2346282329
enz1	150	192	0.1713717692
enz1	150	194	0.3906821965
enz1	150	196	0.3807105128
enz1	150	198	0.3257415714
enz1	150	200	0.2998730341
enz1	200	0	0.03561459694
enz1	200	2	-0.009740430427
enz1	200	4	-0.04813094841
enz1	200	6	-0.107593923
enz1	200	8	-0.02222422786
enz1	200	10	-0.07460663531
enz1	200	12	-0.028375549
enz1	200	14	0.02319141999
enz1	200	16	-0.04925606563
enz1	200	18	-0.06581444551
enz1	200	20	-0.01011888511
enz1	200	22	-0.04114469242
enz1	200	24	0.03023261156
enz1	200	26	-0.007217910053
enz1	200	28	0.1111220033
enz1	200	30	0.1159970501
enz1	200	32	0.06018631118
enz1	200	34	-0.03528759111
enz1	200	36	0.1096989954
enz1	200	38	0.07419661872
enz1	200	40	0.02069413749
enz1	200	42	-0.07201313941
enz1	200	44	0.1230508999
enz1	200	46	0.05078430767
enz1	200	48	-0.005935515387
enz1	200	50	0.0557151378
enz1	200	52	0.1530798523
enz1	200	54	0.02591619423
enz1	200	56	0.1018440601
enz1	200	58	0.03597784096
enz1	200	60	0.07306046125
enz1	200	62	0.02607296478
enz1	200	64	0.1239495023
enz1	200	66	0.1026340464
enz1	200	68	0.03114913538
enz1	200	70	0.05878859283
enz1	200	72	0.1313341161
enz1	200	74	0.2100154696
enz1	200	76	0.03625788977
enz1	200	78	0.09067390139
enz1	200	80	0.1205727973
enz1	200	82	0.2248439203
enz1	200	84	0.162393057
enz1	200	86	0.1133921527
enz1	200	88	0.1199778188
enz1	200	90	0.224809177
enz1	200	92	0.1456785283
enz1	200	94	0.07986351661
enz1	200	96	0.089624502
enz1	200	98	0.1802901796
enz1	200	100	0.2172973432
enz1	200	102	0.2061581371
enz1	200	104	0.1211354564
enz1	200	106	0.0857706127
enz1	200	108	0.1911993862
enz1	200	110	0.2511999038
enz1	200	112	0.2330031893
enz1	200	114	0.250153718
enz1	200	116	0.2337044291
enz1	200	118	0.1591501568
enz1	200	120	0.2434092143
enz1	200	122	0.2798975632
enz1	200	124	0.2110612707
enz1	200	126	0.2228430136
enz1	200	128	0.1514783375
enz1	200	130	0.1620601984
enz1	200	132	0.2664497664
enz1	200	134	0.1483042373
enz1	200	136	0.1793332993
enz1	200	138	0.15522269
enz1	200	140	0.149492008
enz1	200	142	0.2013228881
enz1	200	144	0.3241832445
enz1	200	146	0.3151273767
enz1	200	148	0.2451146206
enz1	200	150	0.221859069
enz1	200	152	0.2413030731
enz1	200	154	0.2097890313
enz1	200	156	0.2266951617
enz1	200	158	0.2818667321
enz1	200	160	0.210184331
enz1	200	162	0.3056041098
enz1	200	164	0.3611020579
enz1	200	166	0.2409938892
enz1	200	168	0.2483780092
enz1	200	170	0.2693062053
enz1	200	172	0.2385022913
enz1	200	174	0.2332631359
enz1	200	176	0.2357546992
enz1	200	178	0.343750363
enz1	200	180	0.2728085675
enz1	200	182	0.383386355
enz1	200	184	0.2696466106
enz1	200	186	0.3188330644
enz1	200	188	0.2608136401
enz1	200	190	0.2661776498
enz1	200	192	0.2767622524
enz1	200	194	0.3207029787
enz1	200	196	0.3586862059
enz1	200	198	0.279164743
enz1	200	200	0.2953164467
enz1	250	0	0.06002347428
enz1	250	2	-0.03309829271
enz1	250	4	0.04818184037
enz1	250	6	0.009878376754
enz1	250	8	0.05360681548
enz1	250	10	0.0385743506
enz1	250	12	0.05967797457
enz1	250	14	-0.02184249975
enz1	250	16	-0.03164970332
enz1	250	18	-0.06952618417
enz1	250	20	-0.003506690256
enz1	250	22	-0.02791630718
enz1	250	24	-0.01522132646
enz1	250	26	-0.0008609924646
enz1	250	28	0.06320508463
enz1	250	30	0.03649139282
enz1	250	32	0.07719935182
enz1	250	34	0.03541190351
enz1	250	36	0.04404123017
enz1	250	38	0.05649799511
enz1	250	40	0.08643072684
enz1	250	42	0.1080195348
enz1	250	44	0.07480518186
enz1	250	46	0.05362975567
enz1	250	48	0.07218875345
enz1	250	50	0.1131611809
enz1	250	52	0.1439405142
enz1	250	54	0.0907477445
enz1	250	56	0.131354404
enz1	250	58	-0.000615947451
enz1	250	60	0.02887480124
enz1	250	62	-0.04447833588
enz1	250	64	0.128028006
enz1	250	66	0.06107739452
enz1	250	68	0.1307910605
enz1	250	70	0.05829955236
enz1	250	72	0.01149256353
enz1	250	74	0.05555401238
enz1	250	76	0.2596493399
enz1	250	78	0.04791482401
enz1	250	80	0.1797924193
enz1	250	82	0.170398647
enz1	250	84	0.0740039102
enz1	250	86	0.1422910486
enz1	250	88	0.176158193
enz1	250	90	0.1542875885
enz1	250	92	0.1086513737
enz1	250	94	0.1704722985
enz1	250	96	0.2542386052
enz1	250	98	0.1340470284
enz1	250	100	0.205939571
enz1	250	102	0.1801821233
enz1	250	104	0.2376108806
enz1	250	106	0.1977387683
enz1	250	108	0.2509730392
enz1	250	110	0.1930443034
enz1	250	112	0.1280897864
enz1	250	114	0.24296868
enz1	250	116	0.2075459017
enz1	250	118	0.2242291213
enz1	250	120	0.1943924272
enz1	250	122	0.2422824279
enz1	250	124	0.1913172515
enz1	250	126	0.2266953857
enz1	250	128	0.2258227318
enz1	250	130	0.2450619226
enz1	250	132	0.195536168
enz1	250	134	0.1973960048
enz1	250	136	0.1447344304
enz1	250	138	0.3064318867
enz1	250	140	0.277639697
enz1	250	142	0.1805381971
enz1	250	144	0.2200891838
enz1	250	146	0.2288548977
enz1	250	148	0.2054430857
enz1	250	150	0.2475058379
enz1	250	152	0.2220506382
enz1	250	154	0.2543547835
enz1	250	156	0.2024003057
enz1	250	158	0.2723946557
enz1	250	160	0.2179863794
enz1	250	162	0.2707163824
enz1	250	164	0.2476287701
enz1	250	166	0.2599179821
enz1	250	168	0.3228089546
enz1	250	170	0.2664405296
enz1	250	172	0.2427408142
enz1	250	174	0.2476234664
enz1	250	176	0.3150646041
enz1	250	178	0.307636961
enz1	250	180	0.2973168823
enz1	250	182	0.1672299387
enz1	250	184	0.2871077659
enz1	250	186	0.2676558148
enz1	250	188	0.2362903301
enz1	250	190	0.2885649206
enz1	250	192	0.4335793457
enz1	250	194	0.3811387384
enz1	250	196	0.3301209168
enz1	250	198	0.3649541763
enz1	250	200	0.2902235296
enz1	300	0	0.04272659555
enz1	300	2	-0.01279742786
enz1	300	4	0.09808455065
enz1	300	6	0.03391931535
enz1	300	8	-0.0427685783
enz1	300	10	0.007389287587
enz1	300	12	0.0444177932
enz1	300	14	0.03228118129
enz1	300	16	0.03194882404
enz1	300	18	-0.01659175549
enz1	300	20	0.02825317498
enz1	300	22	-0.005934433163
enz1	300	24	0.002358060432
enz1	300	26	0.02067397501
enz1	300	28	0.04417372615
